muscle_family,n_rows,n_cohorts,contrast_pp,se_pp,ci_low,ci_high,p,predicted_pct,predicted_ci_low,predicted_ci_high,is_reference,note
plantar_flexors,78,13,-5.8208597851602395,1.6485554985173276,-9.223311107314123,-2.4184084630063563,0.0017067355692627537,-15.168408502606878,-19.06289969801064,-11.273917307203117,False,
dorsiflexors,8,4,-0.1613788437979122,1.2225927481504317,-2.6846862581624418,2.3619285705666178,0.8960868669594382,-9.508927561244551,-13.947444188341827,-5.070410934147275,False,
knee_extensors,86,22,0.0,0.0,0.0,0.0,nan,-9.347548717446639,-14.163353393331018,-4.531744041562258,True,
knee_flexors,54,7,0.0770341658078832,1.25395613091197,-2.5110040891259744,2.665072420741741,0.951523189021529,-9.270514551638756,-12.676379522153928,-5.864649581123585,False,
hip_abductors,6,1,0.3420065777863213,1.5360629543667605,-2.8282715443013293,3.5122846998739723,0.8256908130734446,-9.005542139660317,-11.399791698942067,-6.611292580378568,False,
hip_flexors,13,4,3.2512252944421536,1.7404448078638,-0.34087624110090653,6.843326829985214,0.0740133930773969,-6.096323423004486,-10.489095392122104,-1.7035514538868668,False,
hip_extensors,8,3,3.7712247728589734,1.7743800754036705,0.10908428745191223,7.433365258266035,0.04404510301756937,-5.576323944587666,-10.60368285760457,-0.5489650315707628,False,
hip_adductors,39,4,4.645170723222058,1.2979692089377375,1.9662939398579962,7.324047506586119,0.0015154108196954118,-4.702377994224582,-8.468053029889365,-0.936702958559799,False,
hip_rotators,12,1,8.235982965238653,1.2139282232611286,5.730558251330347,10.74140767914696,5.119024644716505e-07,-1.111565752207986,-4.243074461229291,2.0199429568133187,False,
